Municipio_numero;UF;Municipio;MUN_IBGE
872;ES;Vargem Alta;3205036
873;ES;Venda Nova do Imigrante;3205069
874;ES;Viana;3205101
875;ES;Vila Pavão;3205150
876;ES;Vila Valério;3205176
877;ES;Vila Velha;3205200
878;ES;Vitoria;3205309
879;GO;Abadia de Goiás;5200050
880;GO;Abadiânia;5200100
881;GO;Acreúna;5200134
882;GO;Adelândia;5200159
883;GO;Água Fria de Goiás;5200175
884;GO;Água Limpa;5200209
885;GO;Águas Lindas de Goiás;5200258
886;GO;Alexânia;5200308
887;GO;Aloândia;5200506
888;GO;Alto Horizonte;5200555
889;GO;Alto Paraíso de Goiás;5200605
890;GO;Alvorada do Norte;5200803
891;GO;Amaralina;5200829
892;GO;Americano do Brasil;5200852
893;GO;Amorinópolis;5200902
894;GO;Anápolis;5201108
895;GO;Anhanguera;5201207
896;GO;Anicuns;5201306
897;GO;Aparecida de Goiânia;5201405
898;GO;Aparecida do Rio Doce;5201454
899;GO;Aporé;5201504
900;GO;Araçu;5201603
901;GO;Aragarças;5201702
902;GO;Aragoiânia;5201801
903;GO;Araguapaz;5202155
904;GO;Arenópolis;5202353
905;GO;Aruanã;5202502
906;GO;Aurilândia;5202601
907;GO;Avelinópolis;5202809
908;GO;Baliza;5203104
909;GO;Barro Alto;5203203
910;GO;Bela Vista de Goiás;5203302
911;GO;Bom Jardim de Goiás;5203401
912;GO;Bom Jesus de Goiás;5203500
913;GO;Bonfinópolis;5203559
914;GO;Bonópolis;5203575
915;GO;Brazabrantes;5203609
916;GO;Britânia;5203807
917;GO;Buriti Alegre;5203906
918;GO;Buriti de Goiás;5203939
919;GO;Buritinópolis;5203962
920;GO;Cabeceiras;5204003
921;GO;Cachoeira Alta;5204102
922;GO;Cachoeira de Goiás;5204201
923;GO;Cachoeira Dourada;5204250
924;GO;Caçu;5204300
925;GO;Caiapônia;5204409
926;GO;Caldas Novas;5204508
927;GO;Caldazinha;5204557
928;GO;Campestre de Goiás;5204607
929;GO;Campinaçu;5204656
930;GO;Campinorte;5204706
931;GO;Campo Alegre de Goiás;5204805
932;GO;Campos Belos;5204904
933;GO;Campos Verdes;5204953
934;GO;Carmo do Rio Verde;5205000
935;GO;Castelândia;5205059
936;GO;Catalão;5205109
937;GO;Caturaí;5205208
938;GO;Cavalcante;5205307
939;GO;Ceres;5205406
940;GO;Cezarina;5205455
941;GO;Chapadão do Céu;5205471
942;GO;Cidade Ocidental;5205497
943;GO;Cocalzinho de Goiás;5205513
944;GO;Colinas do Sul;5205521
945;GO;Córrego do Ouro;5205703
946;GO;Corumbá de Goiás;5205802
947;GO;Corumbaíba;5205901
948;GO;Cristalina;5206206
949;GO;Cristianópolis;5206305
950;GO;Crixás;5206404
951;GO;Cromínia;5206503
952;GO;Cumari;5206602
953;GO;Damianópolis;5206701
954;GO;Damolândia;5206800
955;GO;Davinópolis;5206909
956;GO;Diorama;5207105
957;GO;Divinópolis de Goiás;5208301
958;GO;Doverlândia;5207253
959;GO;Edealina;5207352
960;GO;Edéia;5207402
961;GO;Estrela do Norte;5207501
962;GO;Faina;5207535
963;GO;Fazenda Nova;5207600
964;GO;Firminópolis;5207808
965;GO;Flores de Goiás;5207907
966;GO;Formosa;5208004
967;GO;Formoso;5208103
968;GO;Goianápolis;5208400
969;GO;Goiandira;5208509
970;GO;Goianésia;5208608
971;GO;Goiânia;5208707
972;GO;Goianira;5208806
973;GO;Goiás;5208905
974;GO;Goiatuba;5209101
975;GO;Gouvelândia;5209150
976;GO;Guapó;5209200
977;GO;Guaraíta;5209291
978;GO;Guarani de Goiás;5209408
979;GO;Guarinos;5209457
980;GO;Heitoraí;5209606
981;GO;Hidrolândia;5209705
982;GO;Hidrolina;5209804
983;GO;Iaciara;5209903
984;GO;Inaciolândia;5209937
985;GO;Indiara;5209952
986;GO;Inhumas;5210000
987;GO;Ipameri;5210109
988;GO;Iporá;5210208
989;GO;Israelândia;5210307
990;GO;Itaberaí;5210406
991;GO;Itaguari;5210562
992;GO;Itaguaru;5210604
993;GO;Itajá;5210802
994;GO;Itapaci;5210901
995;GO;Itapirapuã;5211008
996;GO;Itapuranga;5211206
997;GO;Itarumã;5211305
998;GO;Itauçu;5211404
999;GO;Itumbiara;5211503
1000;GO;Ivolândia;5211602
1001;GO;Jandaia;5211701
1002;GO;Jaraguá;5211800
1003;GO;Jataí;5211909
1004;GO;Jaupaci;5212006
1005;GO;Jesúpolis;5212055
1006;GO;Joviânia;5212105
1007;GO;Jussara;5212204
1008;GO;Leopoldo de Bulhões;5212303
1009;GO;Luziânia;5212501
1010;GO;Mairipotaba;5212600
1011;GO;Mambaí;5212709
1012;GO;Mara Rosa;5212808
1013;GO;Marzagão;5212907
1014;GO;Matrinchã;5212956
1015;GO;Maurilândia;5213004
1016;GO;Mimoso de Goiás;5213053
1017;GO;Minaçu;5213087
1018;GO;Mineiros;5213103
1019;GO;Moiporá;5213400
1020;GO;Monte Alegre de Goiás;5213509
1021;GO;Montes Claros de Goiás;5213707
1022;GO;Montividiu;5213756
1023;GO;Montividiu do Norte;5213772
1024;GO;Morrinhos;5213806
1025;GO;Morro Agudo de Goiás;5213855
1026;GO;Mossâmedes;5213905
1027;GO;Mozarlândia;5214002
1028;GO;Mundo Novo;5214051
1029;GO;Mutunópolis;5214101
1030;GO;Nazário;5214408
1031;GO;Nerópolis;5214507
1032;GO;Niquelândia;5214606
1033;GO;Nova América;5214705
1034;GO;Nova Aurora;5214804
1035;GO;Nova Crixás;5214838
1036;GO;Nova Glória;5214861
1037;GO;Nova Iguaçu de Goiás;5214879
1038;GO;Nova Roma;5214903
1039;GO;Nova Veneza;5215009
1040;GO;Novo Brasil;5215207
1041;GO;Novo Gama;5215231
1042;GO;Novo Planalto;5215256
1043;GO;Orizona;5215306
1044;GO;Ouro Verde de Goiás;5215405
1045;GO;Ouvidor;5215504
1046;GO;Padre Bernardo;5215603
1047;GO;Palestina de Goiás;5215652
1048;GO;Palmeiras de Goiás;5215702
1049;GO;Palmelo;5215801
1050;GO;Palminópolis;5215900
1051;GO;Panamá;5216007
1052;GO;Paranaiguara;5216304
1053;GO;Paraúna;5216403
1054;GO;Perolândia;5216452
1055;GO;Petrolina de Goiás;5216809
1056;GO;Pilar de Goiás;5216908
1057;GO;Piracanjuba;5217104
1058;GO;Piranhas;5217203
1059;GO;Pirenópolis;5217302
1060;GO;Pires do Rio;5217401
1061;GO;Planaltina;5217609
1062;GO;Pontalina;5217708
1063;GO;Porangatu;5218003
1064;GO;Porteirão;5218052
1065;GO;Portelândia;5218102
1066;GO;Posse;5218300
1067;GO;Professor Jamil;5218391
1068;GO;Quirinópolis;5218508
1069;GO;Rialma;5218607
1070;GO;Rianápolis;5218706
1071;GO;Rio Quente;5218789
1072;GO;Rio Verde;5218805
1073;GO;Rubiataba;5218904
1074;GO;Sanclerlândia;5219001
1075;GO;Santa Bárbara de Goiás;5219100
1076;GO;Santa Cruz de Goiás;5219209
1077;GO;Santa Fé de Goiás;5219258
1078;GO;Santa Helena de Goiás;5219308
1079;GO;Santa Isabel;5219357
1080;GO;Santa Rita do Araguaia;5219407
1081;GO;Santa Rita do Novo Destino;5219456
1082;GO;Santa Rosa de Goiás;5219506
1083;GO;Santa Tereza de Goiás;5219605
1084;GO;Santa Terezinha de Goiás;5219704
1085;GO;Santo Antônio da Barra;5219712
1086;GO;Santo Antônio de Goiás;5219738
1087;GO;Santo Antônio do Descoberto;5219753
1088;GO;São Domingos de Goiás;5219803
1089;GO;São Francisco de Goiás;5219902
1090;GO;São João d'Aliança;5220009
1091;GO;São João da Paraúna;5220058
1092;GO;São Luís de Montes Belos;5220108
1093;GO;São Luíz do Norte;5220157
1094;GO;São Miguel do Araguaia;5220207
1095;GO;São Miguel do Passa Quatro;5220264
1096;GO;São Patrício;5220280
1097;GO;São Simão;5220405
1098;GO;Senador Canedo;5220454
1099;GO;Serranópolis;5220504
1100;GO;Silvânia;5220603
1101;GO;Simolândia;5220686
1102;GO;Sítio d'Abadia;5220702
1103;GO;Taquaral de Goiás;5221007
1104;GO;Teresina de Goiás;5221080
1105;GO;Terezópolis de Goiás;5221197
1106;GO;Três Ranchos;5221304
1107;GO;Trindade;5221403
1108;GO;Trombas;5221452
1109;GO;Turvânia;5221502
1110;GO;Turvelândia;5221551
1111;GO;Uirapuru;5221577
1112;GO;Uruaçu;5221601
1113;GO;Uruana;5221700
1114;GO;Urutaí;5221809
1115;GO;Valparaíso de Goiás;5221858
1116;GO;Varjão;5221908
1117;GO;Vianópolis;5222005
1118;GO;Vicentinópolis;5222054
1119;GO;Vila Boa;5222203
1120;GO;Vila Propício;5222302
1121;MA;Açailândia;2100055
1122;MA;Afonso Cunha;2100105
1123;MA;Água Doce do Maranhão;2100154
1124;MA;Alcântara;2100204
1125;MA;Aldeias Altas;2100303
1126;MA;Altamira do Maranhão;2100402
1127;MA;Alto Alegre do Maranhão;2100436
1128;MA;Alto Alegre do Pindaré;2100477
1129;MA;Alto Parnaíba;2100501
1130;MA;Amapá do Maranhão;2100550
1131;MA;Amarante do Maranhão;2100600
1132;MA;Anajatuba;2100709
1133;MA;Anapurus;2100808
1134;MA;Apicum-Açu;2100832
1135;MA;Araguanã;2100873
1136;MA;Araioses;2100907
1137;MA;Arame;2100956
1138;MA;Arari;2101004
1139;MA;Axixá;2101103
1140;MA;Bacabal;2101202
1141;MA;Bacabeira;2101251
1142;MA;Bacuri;2101301
1143;MA;Bacurituba;2101350
1144;MA;Balsas;2101400
1145;MA;Barão de Grajaú;2101509
1146;MA;Barra do Corda;2101608
1147;MA;Barreirinhas;2101707
1148;MA;Bela Vista do Maranhão;2101772
1149;MA;Belágua;2101731
1150;MA;Benedito Leite;2101806
1151;MA;Bequimão;2101905
1152;MA;Bernardo do Mearim;2101939
1153;MA;Boa Vista do Gurupi;2101970
1154;MA;Bom Jardim;2102002
1155;MA;Bom Jesus das Selvas;2102036
1156;MA;Bom Lugar;2102077
1157;MA;Brejo;2102101
1158;MA;Brejo de Areia;2102150
1159;MA;Buriti;2102200
1160;MA;Buriti Bravo;2102309
1161;MA;Buriticupu;2102325
1162;MA;Buritirana;2102358
1163;MA;Cachoeira Grande;2102374
1164;MA;Cajapió;2102408
1165;MA;Cajari;2102507
1166;MA;Campestre do Maranhão;2102556
1167;MA;Cândido Mendes;2102606
1168;MA;Cantanhede;2102705
1169;MA;Capinzal do Norte;2102754
1170;MA;Carolina;2102804
1171;MA;Carutapera;2102903
1172;MA;Caxias;2103000
1173;MA;Cedral;2103109
1174;MA;Central do Maranhão;2103125
1175;MA;Centro do Guilherme;2103158
1176;MA;Centro Novo do Maranhão;2103174
1177;MA;Chapadinha;2103208
1178;MA;Cidelândia;2103257
1179;MA;Codó;2103307
1180;MA;Coelho Neto;2103406
1181;MA;Colinas;2103505
1182;MA;Conceição do Lago-Açu;2103554
1183;MA;Coroatá;2103604
1184;MA;Cururupu;2103703
1185;MA;Davinópolis;2103752
1186;MA;Dom Pedro;2103802
1187;MA;Duque Bacelar;2103901
1188;MA;Esperantinópolis;2104008
1189;MA;Estreito;2104057
1190;MA;Feira Nova do Maranhão;2104073
1191;MA;Fernando Falcão;2104081
1192;MA;Formosa da Serra Negra;2104099
1193;MA;Fortaleza dos Nogueiras;2104107
1194;MA;Fortuna;2104206
1195;MA;Godofredo Viana;2104305
1196;MA;Gonçalves Dias;2104404
1197;MA;Governador Archer;2104503
1198;MA;Governador Edison Lobão;2104552
1199;MA;Governador Eugênio Barros;2104602
1200;MA;Governador Luiz Rocha;2104628
1201;MA;Governador Newton Bello;2104651
1202;MA;Governador Nunes Freire;2104677
1203;MA;Graça Aranha;2104701
1204;MA;Grajaú;2104800
1205;MA;Guimarães;2104909
1206;MA;Humberto de Campos;2105005
1207;MA;Icatu;2105104
1208;MA;Igarapé do Meio;2105153
1209;MA;Igarapé Grande;2105203
1210;MA;Imperatriz;2105302
1211;MA;Itaipava do Grajaú;2105351
1212;MA;Itapecuru Mirim;2105401
1213;MA;Itinga do Maranhão;2105427
1214;MA;Jatobá;2105450
1215;MA;Jenipapo dos Vieiras;2105476
1216;MA;João Lisboa;2105500
1217;MA;Joselândia;2105609
1218;MA;Junco do Maranhão;2105658
1219;MA;Lago da Pedra;2105708
1220;MA;Lago do Junco;2105807
1221;MA;Lago dos Rodrigues;2105948
1222;MA;Lago Verde;2105906
1223;MA;Lagoa do Mato;2105922
1224;MA;Lagoa Grande do Maranhão;2105963
1225;MA;Lajeado Novo;2105989
1226;MA;Lima Campos;2106003
1227;MA;Loreto;2106102
1228;MA;Luís Domingues;2106201
1229;MA;Magalhães de Almeida;2106300
1230;MA;Maracaçumé;2106326
1231;MA;Marajá do Sena;2106359
1232;MA;Maranhãozinho;2106375
1233;MA;Mata Roma;2106409
1234;MA;Matinha;2106508
1235;MA;Matões;2106607
1236;MA;Matões do Norte;2106631
1237;MA;Milagres do Maranhão;2106672
1238;MA;Mirador;2106706
1239;MA;Miranda do Norte;2106755
1240;MA;Mirinzal;2106805
1241;MA;Monção;2106904
1242;MA;Montes Altos;2107001
1243;MA;Morros;2107100
1244;MA;Nina Rodrigues;2107209
1245;MA;Nova Colinas;2107258
1246;MA;Nova Iorque;2107308
1247;MA;Nova Olinda do Maranhão;2107357
1248;MA;Olho d'Água das Cunhãs;2107407
1249;MA;Olinda Nova do Maranhão;2107456
1250;MA;Paço do Lumiar;2107506
1251;MA;Palmeirândia;2107605
1252;MA;Paraibano;2107704
1253;MA;Parnarama;2107803
1254;MA;Passagem Franca;2107902
1255;MA;Pastos Bons;2108009
1256;MA;Paulino Neves;2108058
1257;MA;Paulo Ramos;2108108
1258;MA;Pedreiras;2108207
1259;MA;Pedro do Rosário;2108256
1260;MA;Penalva;2108306
1261;MA;Peri Mirim;2108405
1262;MA;Peritoró;2108454
1263;MA;Pindaré-Mirim;2108504
1264;MA;Pinheiro;2108603
1265;MA;Pio XII;2108702
1266;MA;Pirapemas;2108801
1267;MA;Poção de Pedras;2108900
1268;MA;Porto Franco;2109007
1269;MA;Porto Rico do Maranhão;2109056
1270;MA;Presidente Dutra;2109106
1271;MA;Presidente Juscelino;2109205
1272;MA;Presidente Médici;2109239
1273;MA;Presidente Sarney;2109270
1274;MA;Presidente Vargas;2109304
1275;MA;Primeira Cruz;2109403
1276;MA;Raposa;2109452
1277;MA;Riachão;2109502
1278;MA;Ribamar Fiquene;2109551
1279;MA;Rosário;2109601
1280;MA;Sambaíba;2109700
1281;MA;Santa Filomena do Maranhão;2109759
1282;MA;Santa Helena;2109809
1283;MA;Santa Inês;2109908
1284;MA;Santa Luzia;2110005
1285;MA;Santa Luzia do Paruá;2110039
1286;MA;Santa Quitéria do Maranhão;2110104
1287;MA;Santa Rita;2110203
1288;MA;Santana do Maranhão;2110237
1289;MA;Santo Amaro do Maranhão;2110278
1290;MA;Santo Antônio dos Lopes;2110302
1291;MA;São Benedito do Rio Preto;2110401
1292;MA;São Bento;2110500
1293;MA;São Bernardo;2110609
1294;MA;São Domingos do Azeitão;2110658
1295;MA;São Domingos do Maranhão;2110708
1296;MA;São Félix de Balsas;2110807
1297;MA;São Francisco do Brejão;2110856
1298;MA;São Francisco do Maranhão;2110906
1299;MA;São João Batista;2111003
1300;MA;São João do Carú;2111029
1301;MA;São João do Paraíso;2111052
1302;MA;São João do Soter;2111078
1303;MA;São João dos Patos;2111102
1304;MA;São José de Ribamar;2111201
1305;MA;São José dos Basílios;2111250
1306;MA;São Luís;2111300
1307;MA;São Luís Gonzaga do Maranhão;2111409
1308;MA;São Mateus do Maranhão;2111508
1309;MA;São Pedro da Água Branca;2111532
1310;MA;São Pedro dos Crentes;2111573
1311;MA;São Raimundo das Mangabeiras;2111607
1312;MA;São Raimundo do Doca Bezerra;2111631
1313;MA;São Roberto;2111672
1314;MA;São Vicente Ferrer;2111706
1315;MA;Satubinha;2111722
1316;MA;Senador Alexandre Costa;2111748
1317;MA;Senador La Rocque;2111763
1318;MA;Serrano do Maranhão;2111789
1319;MA;Sítio Novo;2111805
1320;MA;Sucupira do Norte;2111904
1321;MA;Sucupira do Riachão;2111953
1322;MA;Tasso Fragoso;2112001
1323;MA;Timbiras;2112100
1324;MA;Timon;2112209
1325;MA;Trizidela do Vale;2112233
1326;MA;Tufilândia;2112274
1327;MA;Tuntum;2112308
1328;MA;Turiaçu;2112407
1329;MA;Turilândia;2112456
1330;MA;Tutóia;2112506
1331;MA;Urbano Santos;2112605
1332;MA;Vargem Grande;2112704
1333;MA;Viana;2112803
1334;MA;Vila Nova dos Martírios;2112852
1335;MA;Vitória do Mearim;2112902
1336;MA;Vitorino Freire;2113009
1337;MA;Zé Doca;2114007
1338;MG;Abadia dos Dourados;3100104
1339;MG;Abaeté;3100203
1340;MG;Abre Campo;3100302
1341;MG;Acaiaca;3100401
1342;MG;Açucena;3100500
1343;MG;Água Boa;3100609
1344;MG;Água Comprida;3100708
1345;MG;Aguanil;3100807
1346;MG;Águas Formosas;3100906
1347;MG;Águas Vermelhas;3101003
1348;MG;Aimorés;3101102
1349;MG;Aiuruoca;3101201
1350;MG;Alagoa;3101300
1351;MG;Albertina;3101409
1352;MG;Alem Paraiba;3101508
1353;MG;Alfenas;3101607
1354;MG;Alfredo Vasconcelos;3101631
1355;MG;Almenara;3101706
1356;MG;Alpercata;3101805
1357;MG;Alpinópolis;3101904
1358;MG;Alterosa;3102001
1359;MG;Alto Caparaó;3102050
1360;MG;Alto Jequitibá;3153509
1361;MG;Alto Rio Doce;3102100
1362;MG;Alvarenga;3102209
1363;MG;Alvinópolis;3102308
1364;MG;Alvorada de Minas;3102407
1365;MG;Amparo do Serra;3102506
1366;MG;Andradas;3102605
1367;MG;Andrelândia;3102803
1368;MG;Angelândia;3102852
1369;MG;Antônio Carlos;3102902
1370;MG;Antônio Dias;3103009
1371;MG;Antônio Prado de Minas;3103108
1372;MG;Araçaí;3103207
1373;MG;Aracitaba;3103306
1374;MG;Araçuaí;3103405
1375;MG;Araguari;3103504
1376;MG;Arantina;3103603
1377;MG;Araponga;3103702
1378;MG;Araporã;3103751
1379;MG;Arapuá;3103801
1380;MG;Araújos;3103900
1381;MG;Araxá;3104007
1382;MG;Arceburgo;3104106
1383;MG;Arcos;3104205
1384;MG;Areado;3104304
1385;MG;Argirita;3104403
1386;MG;Aricanduva;3104452
1387;MG;Arinos;3104502
1388;MG;Astolfo Dutra;3104601
1389;MG;Ataléia;3104700
1390;MG;Augusto de Lima;3104809
1391;MG;Baependi;3104908
1392;MG;Baldim;3105004
1393;MG;Bambuí;3105103
1394;MG;Bandeira;3105202
1395;MG;Bandeira do Sul;3105301
1396;MG;Barão de Cocais;3105400
1397;MG;Barão de Monte Alto;3105509
1398;MG;Barbacena;3105608
1399;MG;Barra Longa;3105707
1400;MG;Barroso;3105905
1401;MG;Bela Vista de Minas;3106002
1402;MG;Belmiro Braga;3106101
1403;MG;Belo Horizonte;3106200
1404;MG;Belo Oriente;3106309
1405;MG;Belo Vale;3106408
1406;MG;Berilo;3106507
1407;MG;Berizal;3106655
1408;MG;Bertópolis;3106606
1409;MG;Betim;3106705
1410;MG;Bias Fortes;3106804
1411;MG;Bicas;3106903
1412;MG;Biquinhas;3107000
1413;MG;Boa Esperança;3107109
1414;MG;Bocaina de Minas;3107208
1415;MG;Bocaiúva;3107307
1416;MG;Bom Despacho;3107406
1417;MG;Bom Jardim de Minas;3107505
1418;MG;Bom Jesus da Penha;3107604
1419;MG;Bom Jesus do Amparo;3107703
1420;MG;Bom Jesus do Galho;3107802
1421;MG;Bom Repouso;3107901
1422;MG;Bom Sucesso;3108008
1423;MG;Bonfim;3108107
1424;MG;Bonfinópolis de Minas;3108206
1425;MG;Bonito de Minas;3108255
1426;MG;Borda da Mata;3108305
1427;MG;Botelhos;3108404
1428;MG;Botumirim;3108503
1429;MG;Brás Pires;3108701
1430;MG;Brasilândia de Minas;3108552
1431;MG;Brasília de Minas;3108602
1432;MG;Brasópolis;3108909
1433;MG;Braúnas;3108800
1434;MG;Brumadinho;3109006
1435;MG;Bueno Brandão;3109105
1436;MG;Buenópolis;3109204
1437;MG;Bugre;3109253
1438;MG;Buritis;3109303
1439;MG;Buritizeiro;3109402
1440;MG;Cabeceira Grande;3109451
1441;MG;Cabo Verde;3109501
1442;MG;Cachoeira da Prata;3109600
1443;MG;Cachoeira de Minas;3109709
1444;MG;Cachoeira de Pajeú;3102704
1445;MG;Cachoeira Dourada;3109808
1446;MG;Caetanópolis;3109907
1447;MG;Caeté;3110004
1448;MG;Caiana;3110103
1449;MG;Cajuri;3110202
1450;MG;Caldas;3110301
1451;MG;Camacho;3110400
1452;MG;Camanducaia;3110509
1453;MG;Cambuí;3110608
1454;MG;Cambuquira;3110707
1455;MG;Campanário;3110806
1456;MG;Campanha;3110905
1457;MG;Campestre;3111002
1458;MG;Campina Verde;3111101
1459;MG;Campo Azul;3111150
1460;MG;Campo Belo;3111200
1461;MG;Campo do Meio;3111309
1462;MG;Campo Florido;3111408
1463;MG;Campos Altos;3111507
1464;MG;Campos Gerais;3111606
1465;MG;Cana Verde;3111903
1466;MG;Canaã;3111705
1467;MG;Canápolis;3111804
1468;MG;Candeias;3112000
1469;MG;Cantagalo;3112059
1470;MG;Caparaó;3112109
1471;MG;Capela Nova;3112208
1472;MG;Capelinha;3112307
1473;MG;Capetinga;3112406
1474;MG;Capim Branco;3112505
1475;MG;Capinópolis;3112604
1476;MG;Capitão Andrade;3112653
1477;MG;Capitão Enéas;3112703
1478;MG;Capitólio;3112802
1479;MG;Caputira;3112901
1480;MG;Caraí;3113008
1481;MG;Caranaíba;3113107
1482;MG;Carandaí;3113206
1483;MG;Carangola;3113305
1484;MG;Caratinga;3113404
1485;MG;Carbonita;3113503
1486;MG;Careaçu;3113602
1487;MG;Carlos Chagas;3113701
1488;MG;Carmésia;3113800
1489;MG;Carmo da Cachoeira;3113909
1490;MG;Carmo da Mata;3114006
1491;MG;Carmo de Minas;3114105
1492;MG;Carmo do Cajuru;3114204
1493;MG;Carmo do Paranaíba;3114303
1494;MG;Carmo do Rio Claro;3114402
1495;MG;Carmópolis de Minas;3114501
1496;MG;Carneirinho;3114550
1497;MG;Carrancas;3114600
1498;MG;Carvalhópolis;3114709
1499;MG;Carvalhos;3114808
1500;MG;Casa Grande;3114907
1501;MG;Cascalho Rico;3115003
1502;MG;Cássia;3115102
1503;MG;Cataguases;3115300
1504;MG;Catas Altas;3115359
1505;MG;Catas Altas da Noruega;3115409
1506;MG;Catuji;3115458
1507;MG;Catuti;3115474
1508;MG;Caxambu;3115508
1509;MG;Cedro do Abaeté;3115607
1510;MG;Central de Minas;3115706
1511;MG;Centralina;3115805
1512;MG;Chácara;3115904
1513;MG;Chalé;3116001
1514;MG;Chapada do Norte;3116100
1515;MG;Chapada Gaúcha;3116159
1516;MG;Chiador;3116209
1517;MG;Cipotânea;3116308
1518;MG;Claraval;3116407
1519;MG;Claro dos Poções;3116506
1520;MG;Cláudio;3116605
1521;MG;Coimbra;3116704
1522;MG;Coluna;3116803
1523;MG;Comendador Gomes;3116902
1524;MG;Comercinho;3117009
1525;MG;Conceição da Aparecida;3117108
1526;MG;Conceição da Barra de Minas;3115201
1527;MG;Conceição das Alagoas;3117306
1528;MG;Conceição das Pedras;3117207
1529;MG;Conceição de Ipanema;3117405
1530;MG;Conceição do Mato Dentro;3117504
1531;MG;Conceição do Pará;3117603
1532;MG;Conceição do Rio Verde;3117702
1533;MG;Conceição dos Ouros;3117801
1534;MG;Cônego Marinho;3117836
1535;MG;Confins;3117876
1536;MG;Congonhal;3117900
1537;MG;Congonhas;3118007
1538;MG;Congonhas do Norte;3118106
1539;MG;Conquista;3118205
1540;MG;Conselheiro Lafaiete;3118304
1541;MG;Conselheiro Pena;3118403
1542;MG;Consolação;3118502
1543;MG;Contagem;3118601
1544;MG;Coqueiral;3118700
1545;MG;Coração de Jesus;3118809
1546;MG;Cordisburgo;3118908
1547;MG;Cordislândia;3119005
1548;MG;Corinto;3119104
1549;MG;Coroaci;3119203
1550;MG;Coromandel;3119302
1551;MG;Coronel Fabriciano;3119401
1552;MG;Coronel Murta;3119500
1553;MG;Coronel Pacheco;3119609
1554;MG;Coronel Xavier Chaves;3119708
1555;MG;Córrego Danta;3119807
1556;MG;Córrego do Bom Jesus;3119906
1557;MG;Córrego Fundo;3119955
1558;MG;Córrego Novo;3120003
1559;MG;Couto de Magalhães de Minas;3120102
1560;MG;Crisólita;3120151
1561;MG;Cristais;3120201
1562;MG;Cristália;3120300
1563;MG;Cristiano Otoni;3120409
1564;MG;Cristina;3120508
1565;MG;Crucilândia;3120607
1566;MG;Cruzeiro da Fortaleza;3120706
1567;MG;Cruzília;3120805
1568;MG;Cuparaque;3120839
1569;MG;Curral de Dentro;3120870
1570;MG;Curvelo;3120904
1571;MG;Datas;3121001
1572;MG;Delfim Moreira;3121100
1573;MG;Delfinópolis;3121209
1574;MG;Delta;3121258
1575;MG;Descoberto;3121308
1576;MG;Desterro de Entre Rios;3121407
1577;MG;Desterro do Melo;3121506
1578;MG;Diamantina;3121605
1579;MG;Diogo de Vasconcelos;3121704
1580;MG;Dionísio;3121803
1581;MG;Divinésia;3121902
1582;MG;Divino;3122009
1583;MG;Divino das Laranjeiras;3122108
1584;MG;Divinolândia de Minas;3122207
1585;MG;Divinópolis;3122306
1586;MG;Divisa Alegre;3122355
1587;MG;Divisa Nova;3122405
1588;MG;Divisópolis;3122454
1589;MG;Dom Bosco;3122470
1590;MG;Dom Cavati;3122504
1591;MG;Dom Joaquim;3122603
1592;MG;Dom Silvério;3122702
1593;MG;Dom Viçoso;3122801
1594;MG;Dona Eusébia;3122900
1595;MG;Dores de Campos;3123007
1596;MG;Dores de Guanhães;3123106
1597;MG;Dores do Indaiá;3123205
1598;MG;Dores do Turvo;3123304
1599;MG;Doresópolis;3123403
1600;MG;Douradoquara;3123502
1601;MG;Durandé;3123528
1602;MG;Elói Mendes;3123601
1603;MG;Engenheiro Caldas;3123700
1604;MG;Engenheiro Navarro;3123809
1605;MG;Entre Folhas;3123858
1606;MG;Entre Rios de Minas;3123908
1607;MG;Ervália;3124005
1608;MG;Esmeraldas;3124104
1609;MG;Espera Feliz;3124203
1610;MG;Espinosa;3124302
1611;MG;Espírito Santo do Dourado;3124401
1612;MG;Estiva;3124500
1613;MG;Estrela Dalva;3124609
1614;MG;Estrela do Indaiá;3124708
1615;MG;Estrela do Sul;3124807
1616;MG;Eugenópolis;3124906
1617;MG;Ewbank da Câmara;3125002
1618;MG;Extrema;3125101
1619;MG;Fama;3125200
1620;MG;Faria Lemos;3125309
1621;MG;Felício dos Santos;3125408
1622;MG;Felisburgo;3125606
1623;MG;Felixlândia;3125705
1624;MG;Fernandes Tourinho;3125804
1625;MG;Ferros;3125903
1626;MG;Fervedouro;3125952
1627;MG;Florestal;3126000
1628;MG;Formiga;3126109
1629;MG;Formoso;3126208
1630;MG;Fortaleza de Minas;3126307
1631;MG;Fortuna de Minas;3126406
1632;MG;Francisco Badaró;3126505
1633;MG;Francisco Dumont;3126604
1634;MG;Francisco Sá;3126703
1635;MG;Franciscópolis;3126752
1636;MG;Frei Gaspar;3126802
1637;MG;Frei Inocêncio;3126901
1638;MG;Frei Lagonegro;3126950
1639;MG;Fronteira;3127008
1640;MG;Fronteira dos Vales;3127057
1641;MG;Fruta de Leite;3127073
1642;MG;Frutal;3127107
1643;MG;Funilândia;3127206
1644;MG;Galiléia;3127305
1645;MG;Gameleiras;3127339
1646;MG;Glaucilândia;3127354
1647;MG;Goiabeira;3127370
1648;MG;Goianá;3127388
1649;MG;Gonçalves;3127404
1650;MG;Gonzaga;3127503
1651;MG;Gouveia;3127602
1652;MG;Governador Valadares;3127701
1653;MG;Grão Mogol;3127800
