Serie;Pedido_numero;Produto_numero;Qtde;Preco_venda;Preco_total;Peso_liquido;Peso_Liquido_total;Peso_bruto;Peso_bruto_total;Valor_frete
0;2105;5;21;35.00;735.00;2;42;2;42;14.70
0;2106;170;2200;1.12;2461.80;0.01836;40.392;0.01836;40.392;49.24
0;2106;171;5500;1.12;6154.50;0.01836;100.98;0.01836;100.98;123.09
0;2106;41;1230;7.15;8794.50;0.29679;365.0517;0.29679;365.0517;175.89
0;2106;42;1230;9.32;11462.37;0.27579;339.2217;0.27579;339.2217;229.25
0;2106;71;2550;3.44;8779.65;1.02626;2616.963;1.02626;2616.963;175.59
0;2106;75;2550;3.44;8779.65;1.02626;2616.963;1.02626;2616.963;175.59
0;2106;76;1785;3.44;6145.76;1.02626;1831.8741;1.02626;1831.8741;122.92
0;2106;115;1785;3.44;6145.76;1.02626;1831.8741;1.02626;1831.8741;122.92
0;2107;177;4590;0.85;3896.91;0.015;68.85;0.0169;77.571;77.94
0;2108;6;10;150.00;1500.00;0;0;1;10;30.00
0;2109;5;9;35.00;315.00;2;18;2;18;6.30
0;2110;5;69;150.00;10350.00;2;138;2;138;207.00
0;2111;590;1320;52.74;69611.52;0.745;983.4;0.745;983.4;1392.23
0;2113;196;852;12.96;11041.92;0.378;322.056;0.378;322.056;220.84
0;2113;197;852;12.96;11041.92;0.378;322.056;0.378;322.056;220.84
0;2114;156;12;1200.07;14400.84;1;12;2;24;288.02
0;2115;196;142;12.96;1840.32;0.378;53.676;0.378;53.676;36.81
0;2115;202;1440;4.08;5875.20;0.099;142.56;0.099;142.56;117.50
0;2115;197;142;12.96;1840.32;0.378;53.676;0.378;53.676;36.81
0;2115;201;1440;4.08;5875.20;0.099;142.56;0.099;142.56;117.50
0;2116;156;2;1200.07;2400.14;1;2;2;4;48.00
0;2116;159;4;198.59;794.36;1;4;2;8;15.89
0;2116;160;90;87.39;7865.10;1;90;2;180;157.30
0;2118;609;1075;0.19;204.25;1;1075;1;1075;4.09
0;2119;247;1504;12.89;19386.56;0.308;463.232;0.308;463.232;387.73
0;2119;248;1500;3.28;4920.00;0.065;97.5;0.065;97.5;98.40
0;2119;246;1470;6.80;9996.00;0.144;211.68;0.144;211.68;199.92
0;2119;250;2000;0.16;320.00;0.00288;5.76;0.00338;6.76;6.40
0;2119;252;2000;0.16;320.00;0.00188;3.76;0.00238;4.76;6.40
0;2119;249;1410;2.15;3031.50;0.003;4.23;0.003;4.23;60.63
0;2122;212;2340;36.00;84240.00;0.468;1095.12;0.46792;1094.9328;1684.80
0;2122;855;856;8.78;7516.54;1.04218;892.10608;1.05878;906.31568;150.33
0;2122;873;664;11.27;7480.49;1.06507;707.20648;1.09007;723.80648;149.61
0;2122;874;360;8.24;2967.01;1.04179;375.0444;1.05839;381.0204;59.34
0;2123;774;180;24.80;4464.00;2;360;2;360;89.28
0;2123;5;41;35.00;1435.00;2;82;2;82;28.70
0;2124;171;4400;1.12;4923.60;0.01836;80.784;0.01836;80.784;98.47
0;2124;37;738;7.13;5259.73;0.29679;219.03102;0.29679;219.03102;105.19
0;2124;39;1476;9.30;13726.80;0.27679;408.54204;0.27679;408.54204;274.54
0;2124;41;1230;7.15;8794.50;0.29679;365.0517;0.29679;365.0517;175.89
0;2124;42;1230;9.32;11462.37;0.27579;339.2217;0.27579;339.2217;229.25
0;2124;71;2295;3.44;7901.69;1.02626;2355.2667;1.02626;2355.2667;158.03
0;2124;75;2295;3.44;7901.69;1.02626;2355.2667;1.02626;2355.2667;158.03
0;2124;76;2040;3.44;7023.72;1.02626;2093.5704;1.02626;2093.5704;140.47
0;2124;115;2040;3.44;7023.72;1.02626;2093.5704;1.02626;2093.5704;140.47
0;2125;6;19;150.00;2850.00;0;0;1;19;57.00
0;2126;5;54;150.00;8100.00;2;108;2;108;162.00
0;2127;590;740;52.74;39024.64;0.745;551.3;0.745;551.3;780.49
0;2130;182;600;2.46;1478.76;0.0583;34.98;0.0663;39.78;29.58
0;2130;183;1000;0.57;571.40;0.007;7;0.00786;7.86;11.43
0;2130;212;390;36.00;14040.00;0.468;182.52;0.46792;182.4888;280.80
0;2130;464;1500;0.95;1419.90;0.007;10.5;0.0075;11.25;28.40
0;2130;465;492;14.62;7192.30;0.1034;50.8728;0.1034;50.8728;143.85
0;2131;774;38;24.80;942.40;2;76;2;76;18.85
0;2131;5;7;35.00;245.00;2;14;2;14;4.90
0;2133;212;390;36.00;14040.00;0.468;182.52;0.46792;182.4888;280.80
0;2133;467;216;4.84;1045.09;1.0625;229.5;1.08895;235.2132;20.90
0;2133;469;216;4.84;1045.09;1.0575;228.42;1.08405;234.1548;20.90
0;2134;774;30;24.80;744.00;2;60;2;60;14.88
0;2134;5;12;35.00;420.00;2;24;2;24;8.40
0;2136;182;600;2.46;1478.76;0.0583;34.98;0.0663;39.78;29.58
0;2137;5;5;35.00;175.00;2;10;2;10;3.50
0;2139;590;1100;52.74;58009.60;0.745;819.5;0.745;819.5;1160.19
0;2142;171;2860;1.12;3200.34;0.01836;52.5096;0.01836;52.5096;64.01
0;2142;41;1968;7.15;14071.20;0.29679;584.08272;0.29679;584.08272;281.42
0;2142;42;1968;9.32;18339.79;0.27579;542.75472;0.27579;542.75472;366.80
0;2142;71;2550;3.44;8779.65;1.02626;2616.963;1.02626;2616.963;175.59
0;2142;75;2550;3.44;8779.65;1.02626;2616.963;1.02626;2616.963;175.59
0;2143;6;16;150.00;2400.00;0;0;1;16;48.00
0;2144;5;33;150.00;4950.00;2;66;2;66;99.00
0;2145;171;3740;1.12;4185.06;0.01836;68.6664;0.01836;68.6664;83.70
0;2145;41;2460;7.15;17589.00;0.29679;730.1034;0.29679;730.1034;351.78
0;2145;42;2214;9.32;20632.27;0.27579;610.59906;0.27579;610.59906;412.65
0;2145;71;5100;3.44;17559.30;1.02626;5233.926;1.02626;5233.926;351.19
0;2145;75;4590;3.44;15803.37;1.02626;4710.5334;1.02626;4710.5334;316.07
0;2146;5;55;30.00;1650.00;2;110;2;110;33.00
0;2146;6;19;150.00;2850.00;0;0;1;19;57.00
0;2147;142;840;0.70;588.00;1.0006;840.504;1.0006;840.504;11.76
0;2148;198;1392;3.58;4983.36;0.052;72.384;0.052;72.384;99.67
0;2148;199;1392;3.58;4983.36;0.052;72.384;0.052;72.384;99.67
0;2149;148;16;304.89;4878.24;1;16;2;32;97.56
0;2149;159;2;198.59;397.18;1;2;2;4;7.94
0;2152;142;2200;0.70;1540.00;1.0006;2201.32;1.0006;2201.32;30.80
0;2153;249;1;2.15;2.15;0.003;0.003;0.003;0.003;0.04
0;2155;171;2420;1.12;2707.98;0.01836;44.4312;0.01836;44.4312;54.16
0;2155;37;1968;7.13;14025.94;0.29679;584.08272;0.29679;584.08272;280.52
0;2155;39;1722;9.30;16014.60;0.27679;476.63238;0.27679;476.63238;320.29
0;2155;41;1476;7.15;10553.40;0.29679;438.06204;0.29679;438.06204;211.07
0;2155;42;1476;9.32;13754.84;0.27579;407.06604;0.27579;407.06604;275.10
0;2155;71;2040;3.44;7023.72;1.02626;2093.5704;1.02626;2093.5704;140.47
0;2155;75;2040;3.44;7023.72;1.02626;2093.5704;1.02626;2093.5704;140.47
0;2156;249;840;2.15;1806.00;0.003;2.52;0.003;2.52;36.12
0;2158;415;545;2.50;1362.50;1;545;1;545;27.25
0;2159;5;27;30.00;810.00;2;54;2;54;16.20
0;2159;6;27;150.00;4050.00;0;0;1;27;81.00
0;2160;590;240;52.74;12656.64;0.745;178.8;0.745;178.8;253.13
0;2160;1174;250;9.46;2365.08;1;250;1;250;47.30
0;2162;142;700;0.70;490.00;1.0006;700.42;1.0006;700.42;9.80
0;2166;37;738;7.13;5259.73;0.29679;219.03102;0.29679;219.03102;105.19
0;2166;39;1476;9.30;13726.80;0.27679;408.54204;0.27679;408.54204;274.54
0;2166;41;1722;7.15;12312.30;0.29679;511.07238;0.29679;511.07238;246.25
0;2166;42;1968;9.32;18339.79;0.27579;542.75472;0.27579;542.75472;366.80
0;2166;75;1020;3.44;3511.86;1.02626;1046.7852;1.02626;1046.7852;70.24
0;2167;5;4;30.00;120.00;2;8;2;8;2.40
0;2167;6;24;150.00;3600.00;0;0;1;24;72.00
0;2168;41;902;7.15;6449.30;0.29679;267.70458;0.29679;267.70458;128.99
0;2168;42;984;9.32;9169.90;0.27579;271.37736;0.27579;271.37736;183.40
0;2169;6;8;150.00;1200.00;0;0;1;8;24.00
0;2170;151;3456;0.72;2484.86;0.023;79.488;0.023;79.488;49.70
0;2170;174;720;1.02;730.80;0.028;20.16;0.028;20.16;14.62
0;2170;153;1500;0.42;627.00;0.005;7.5;0.0056;8.4;12.54
0;2170;154;1500;0.42;627.00;0.005;7.5;0.0056;8.4;12.54
0;2170;150;1296;0.98;1272.67;0.037;47.952;0.037;47.952;25.45
0;2170;152;1296;0.98;1272.67;0.038;49.248;0.038;49.248;25.45
0;2171;5;22;30.00;660.00;2;44;2;44;13.20
0;2172;181;960;1.91;1834.46;0.035;33.6;0.0426;40.896;36.69
0;2173;5;8;35.00;280.00;2;16;2;16;5.60
0;2174;123;2400;3.81;9132.00;0.02258;54.192;0.02258;54.192;182.64
0;2175;5;10;150.00;1500.00;2;20;2;20;30.00
0;2176;212;1209;36.00;43524.00;0.468;565.812;0.46792;565.71528;870.48
0;2176;873;1080;11.27;12167.06;1.06507;1150.2756;1.09007;1177.2756;243.34
0;2176;467;252;6.69;1686.84;1.0625;267.75;1.08895;274.4154;33.74
0;2176;469;252;6.69;1686.84;1.0575;266.49;1.08405;273.1806;33.74
0;2177;774;93;24.80;2306.40;2;186;2;186;46.13
0;2177;5;41;35.00;1435.00;2;82;2;82;28.70
0;2179;621;605;1.30;788.98;0.00875;5.29375;0.01035;6.26175;15.78
0;2180;5;1;35.00;35.00;2;2;2;2;0.70
0;2181;621;1800;1.30;2347.38;0.00875;15.75;0.01035;18.63;46.95
0;2182;180;5000;0.36;1778.50;0.00463;23.15;0.00503;25.15;35.57
0;2182;181;1080;1.91;2063.77;0.035;37.8;0.0426;46.008;41.28
0;2183;5;3;35.00;105.00;2;6;2;6;2.10
0;2184;5;11;35.00;385.00;2;22;2;22;7.70
0;2185;621;1200;1.30;1564.92;0.00875;10.5;0.01035;12.42;31.30
0;2186;5;2;35.00;70.00;2;4;2;4;1.40
0;2187;162;360;1.21;436.68;0.036;12.96;0.536;192.96;8.73
0;2187;163;360;1.21;436.68;0.036;12.96;0.536;192.96;8.73
0;2188;37;984;7.13;7012.97;0.29679;292.04136;0.29679;292.04136;140.26
0;2188;41;738;7.15;5276.70;0.29679;219.03102;0.29679;219.03102;105.53
0;2188;42;984;9.32;9169.90;0.27579;271.37736;0.27579;271.37736;183.40
0;2188;76;2550;3.44;8779.65;1.02626;2616.963;1.02626;2616.963;175.59
0;2188;115;2550;3.44;8779.65;1.02626;2616.963;1.02626;2616.963;175.59
0;2189;6;11;150.00;1650.00;0;0;1;11;33.00
0;2190;5;4;150.00;600.00;2;8;2;8;12.00
0;2191;5;53;150.00;7950.00;2;106;2;106;159.00
0;2192;177;1020;0.85;865.98;0.015;15.3;0.0169;17.238;17.32
0;2193;5;2;150.00;300.00;2;4;2;4;6.00
0;2194;170;5280;1.12;5908.32;0.01836;96.9408;0.01836;96.9408;118.17
0;2194;171;1980;1.12;2215.62;0.01836;36.3528;0.01836;36.3528;44.31
0;2195;184;150;1.13;169.50;0.007;1.05;0.013;1.95;3.39
0;2195;185;150;1.13;169.50;0.007;1.05;0.0136;2.04;3.39
0;2195;189;720;4.47;3218.40;0.068;48.96;1.068;768.96;64.37
0;2195;190;720;4.47;3218.40;0.102;73.44;1.102;793.44;64.37
0;2196;212;2340;36.00;84240.00;0.468;1095.12;0.46792;1094.9328;1684.80
0;2197;30;50;46.00;2300.00;1;50;2;100;46.00
0;2198;774;180;24.80;4464.00;2;360;2;360;89.28
0;2199;665;28800;0.54;15600.96;0.00174;50.112;0.00174;50.112;312.02
0;2199;664;55100;0.16;8931.71;0;0;0;0;178.63
0;2199;663;144400;0.19;27204.96;0;0;0;0;544.10
0;2199;721;8320;0.35;2898.69;0.00483;40.1856;0.00483;40.1856;57.97
0;2199;664;39900;0.16;6467.79;0;0;0;0;129.36
0;2199;663;45600;0.19;8591.04;0;0;0;0;171.82
0;2200;247;928;12.89;11961.92;0.308;285.824;0.308;285.824;239.24
0;2200;248;1000;3.28;3280.00;0.065;65;0.065;65;65.60
0;2200;246;980;6.80;6664.00;0.144;141.12;0.144;141.12;133.28
0;2200;250;900;0.16;144.00;0.00288;2.592;0.00338;3.042;2.88
0;2200;252;900;0.16;144.00;0.00188;1.692;0.00238;2.142;2.88
0;2200;249;940;2.15;2021.00;0.003;2.82;0.003;2.82;40.42
0;2201;247;1088;14.14;15384.32;0.308;335.104;0.308;335.104;307.69
0;2201;248;1000;3.55;3550.00;0.065;65;0.065;65;71.00
0;2201;246;1078;7.38;7955.64;0.144;155.232;0.144;155.232;159.11
0;2201;250;1100;0.17;187.00;0.00288;3.168;0.00338;3.718;3.74
0;2201;252;1100;0.17;187.00;0.00188;2.068;0.00238;2.618;3.74
0;2201;249;940;2.29;2152.60;0.003;2.82;0.003;2.82;43.05
0;2202;677;231;1.06;244.86;1;231;2;462;4.90
0;2202;668;231;3.27;755.37;1;231;2;462;15.11
0;2202;1151;5;88.26;441.30;1;5;1;5;8.83
0;2203;664;22800;0.16;3695.88;0;0;0;0;73.92
0;2203;663;36100;0.19;6801.24;0;0;0;0;136.02
0;2204;677;31;1.06;32.86;1;31;2;62;0.66
0;2204;668;31;3.27;101.37;1;31;2;62;2.03
0;2205;183;1000;0.57;571.40;0.007;7;0.00786;7.86;11.43
0;2205;210;960;2.93;2815.97;0.01078;10.3488;0.01538;14.7648;56.32
0;2205;211;960;1.61;1548.19;0.008;7.68;0.00884;8.4864;30.96
0;2205;212;1560;36.00;56160.00;0.468;730.08;0.46792;729.9552;1123.20
0;2205;464;2000;0.95;1893.20;0.007;14;0.0075;15;37.86
0;2206;415;437;2.50;1092.50;1;437;1;437;21.85
0;2207;774;120;24.80;2976.00;2;240;2;240;59.52
0;2207;5;7;35.00;245.00;2;14;2;14;4.90
0;2208;628;3;650.00;1950.00;1;3;2;6;39.00
0;2209;621;3000;1.30;3912.30;0.00875;26.25;0.01035;31.05;78.25
0;2210;5;5;35.00;175.00;2;10;2;10;3.50
0;2211;171;4180;1.12;4677.42;0.01836;76.7448;0.01836;76.7448;93.55
0;2211;37;492;7.13;3506.48;0.29679;146.02068;0.29679;146.02068;70.13
0;2211;39;738;9.30;6863.40;0.27679;204.27102;0.27679;204.27102;137.27
0;2211;41;1230;7.15;8794.50;0.29679;365.0517;0.29679;365.0517;175.89
0;2211;42;1230;9.32;11462.37;0.27579;339.2217;0.27579;339.2217;229.25
0;2211;71;3060;3.44;10535.58;1.02626;3140.3556;1.02626;3140.3556;210.71
0;2211;75;3060;3.44;10535.58;1.02626;3140.3556;1.02626;3140.3556;210.71
0;2211;76;255;3.44;877.97;1.02626;261.6963;1.02626;261.6963;17.56
0;2211;115;510;3.44;1755.93;1.02626;523.3926;1.02626;523.3926;35.12
0;2212;171;220;1.12;246.18;0.01836;4.0392;0.01836;4.0392;4.92
0;2212;71;510;3.44;1755.93;1.02626;523.3926;1.02626;523.3926;35.12
0;2212;75;255;3.44;877.97;1.02626;261.6963;1.02626;261.6963;17.56
0;2213;6;15;150.00;2250.00;0;0;1;15;45.00
0;2214;5;46;150.00;6900.00;2;92;2;92;138.00
0;2215;5;4;150.00;600.00;2;8;2;8;12.00
0;2216;665;28800;0.54;15600.96;0.00174;50.112;0.00174;50.112;312.02
0;2216;664;55100;0.16;8931.71;0;0;0;0;178.63
0;2216;663;144400;0.19;27204.96;0;0;0;0;544.10
0;2216;721;8320;0.35;2898.69;0.00483;40.1856;0.00483;40.1856;57.97
0;2216;664;39900;0.16;6467.79;0;0;0;0;129.36
0;2216;663;45600;0.19;8591.04;0;0;0;0;171.82
0;2217;665;28800;0.54;15600.96;0.00174;50.112;0.00174;50.112;312.02
0;2217;664;55100;0.16;8931.71;0;0;0;0;178.63
0;2217;663;96900;0.19;18255.96;0;0;0;0;365.12
0;2217;721;8320;0.35;2898.69;0.00483;40.1856;0.00483;40.1856;57.97
0;2217;664;39900;0.16;6467.79;0;0;0;0;129.36
0;2217;663;93100;0.19;17540.04;0;0;0;0;350.80
0;2218;499;36;26.31;947.13;0.663;23.868;0.663;23.868;18.94
0;2219;717;1;2400.00;2400.00;1;1;2;2;48.00
0;2220;184;750;1.13;847.50;0.007;5.25;0.013;9.75;16.95
0;2220;185;750;1.13;847.50;0.007;5.25;0.0136;10.2;16.95
0;2221;30;10;46.00;460.00;1;10;2;20;9.20
0;2222;665;28800;0.54;15600.96;0.00174;50.112;0.00174;50.112;312.02
0;2222;664;55100;0.16;8931.71;0;0;0;0;178.63
0;2222;663;96900;0.19;18255.96;0;0;0;0;365.12
0;2222;721;8320;0.35;2898.69;0.00483;40.1856;0.00483;40.1856;57.97
0;2222;664;39900;0.16;6467.79;0;0;0;0;129.36
0;2222;663;93100;0.19;17540.04;0;0;0;0;350.80
0;2223;665;28800;0.54;15600.96;0.00174;50.112;0.00174;50.112;312.02
0;2223;664;55100;0.16;8931.71;0;0;0;0;178.63
0;2223;663;96900;0.19;18255.96;0;0;0;0;365.12
0;2223;721;8320;0.35;2898.69;0.00483;40.1856;0.00483;40.1856;57.97
0;2223;664;39900;0.16;6467.79;0;0;0;0;129.36
0;2223;663;93100;0.19;17540.04;0;0;0;0;350.80
0;2224;255;608;2.58;1568.64;0.1185;72.048;0.1497;91.0176;31.37
0;2224;321;608;2.58;1568.64;0.1185;72.048;0.1497;91.0176;31.37
0;2225;30;38;46.00;1748.00;1;38;2;76;34.96
0;2226;873;1120;11.27;12617.70;1.06507;1192.8784;1.09007;1220.8784;252.35
0;2226;465;1320;14.62;19296.42;0.1034;136.488;0.1034;136.488;385.93
0;2226;467;1224;6.69;8193.21;1.0625;1300.5;1.08895;1332.8748;163.86
0;2226;469;936;6.69;6265.40;1.0575;989.82;1.08405;1014.6708;125.31
0;2227;774;20;24.80;496.00;2;40;2;40;9.92
0;2227;5;88;35.00;3080.00;2;176;2;176;61.60
0;2228;171;2640;1.12;2954.16;0.01836;48.4704;0.01836;48.4704;59.08
0;2228;41;2214;7.15;15830.10;0.29679;657.09306;0.29679;657.09306;316.60
0;2228;42;246;9.32;2292.47;0.27579;67.84434;0.27579;67.84434;45.85
0;2228;71;1020;3.44;3511.86;1.02626;1046.7852;1.02626;1046.7852;70.24
0;2228;75;1020;3.44;3511.86;1.02626;1046.7852;1.02626;1046.7852;70.24
0;2228;76;1275;3.44;4389.83;1.02626;1308.4815;1.02626;1308.4815;87.80
0;2228;115;1275;3.44;4389.83;1.02626;1308.4815;1.02626;1308.4815;87.80
0;2229;6;10;150.00;1500.00;0;0;1;10;30.00
0;2230;5;30;150.00;4500.00;2;60;2;60;90.00
0;2231;42;984;9.32;9169.90;0.27579;271.37736;0.27579;271.37736;183.40
0;2232;6;4;150.00;600.00;0;0;1;4;12.00
0;2233;180;5000;0.36;1778.50;0.00463;23.15;0.00503;25.15;35.57
0;2233;181;960;1.91;1834.46;0.035;33.6;0.0426;40.896;36.69
0;2233;621;3600;1.30;4694.76;0.00875;31.5;0.01035;37.26;93.90
0;2234;5;16;35.00;560.00;2;32;2;32;11.20
0;2235;213;1000;3.00;3000.00;0.01368;13.68;0.01818;18.18;60.00
0;2236;184;300;1.13;339.00;0.007;2.1;0.013;3.9;6.78
0;2236;185;300;1.13;339.00;0.007;2.1;0.0136;4.08;6.78
0;2236;189;600;4.47;2682.00;0.068;40.8;1.068;640.8;53.64
0;2236;190;600;4.47;2682.00;0.102;61.2;1.102;661.2;53.64
0;2237;30;44;46.00;2024.00;1;44;2;88;40.48
0;2238;171;4620;1.12;5169.78;0.01836;84.8232;0.01836;84.8232;103.40
0;2238;123;1200;3.81;4566.00;0.02258;27.096;0.02258;27.096;91.32
0;2238;37;1968;7.13;14025.94;0.29679;584.08272;0.29679;584.08272;280.52
0;2238;39;1722;9.30;16014.60;0.27679;476.63238;0.27679;476.63238;320.29
0;2238;42;984;9.32;9169.90;0.27579;271.37736;0.27579;271.37736;183.40
0;2239;6;19;150.00;2850.00;0;0;1;19;57.00
0;2240;5;26;150.00;3900.00;2;52;2;52;78.00
0;2241;187;460;4.02;1851.41;0.0795;36.57;1.0795;496.57;37.03
0;2241;188;460;4.02;1851.41;0.0795;36.57;0.0795;36.57;37.03
0;2242;30;20;46.00;920.00;1;20;2;40;18.40
0;2244;184;300;1.13;339.00;0.007;2.1;0.013;3.9;6.78
0;2244;185;300;1.13;339.00;0.007;2.1;0.0136;4.08;6.78
0;2244;189;1020;4.47;4559.40;0.068;69.36;1.068;1089.36;91.19
0;2244;190;1020;4.47;4559.40;0.102;104.04;1.102;1124.04;91.19
0;2245;30;72;46.00;3312.00;1;72;2;144;66.24
0;2246;41;738;7.15;5276.70;0.29679;219.03102;0.29679;219.03102;105.53
0;2246;42;492;9.32;4584.95;0.27579;135.68868;0.27579;135.68868;91.70
0;2246;71;255;3.44;877.97;1.02626;261.6963;1.02626;261.6963;17.56
0;2246;75;255;3.44;877.97;1.02626;261.6963;1.02626;261.6963;17.56
0;2247;177;1020;0.85;865.98;0.015;15.3;0.0169;17.238;17.32
0;2247;176;5000;0.94;4680.00;0.014;70;0.016;80;93.60
0;2248;6;5;150.00;750.00;0;0;1;5;15.00
0;2249;5;12;35.00;420.00;2;24;2;24;8.40
0;2250;5;2;150.00;300.00;2;4;2;4;6.00
0;2253;266;600;2.10;1259.34;0.008;4.8;0.008;4.8;25.19
0;2253;1178;800;3.39;2708.48;0.00001;0.008;0.00001;0.008;54.17
0;2254;30;3;46.00;138.00;1;3;2;6;2.76
0;2255;182;1200;2.46;2957.52;0.0583;69.96;0.0663;79.56;59.15
0;2255;210;720;2.93;2111.98;0.01078;7.7616;0.01538;11.0736;42.24
0;2255;211;960;1.61;1548.19;0.008;7.68;0.00884;8.4864;30.96
0;2255;874;240;8.24;1978.01;1.04179;250.0296;1.05839;254.0136;39.56
0;2255;465;660;14.62;9648.21;0.1034;68.244;0.1034;68.244;192.96
0;2256;415;343;2.50;857.50;1;343;1;343;17.15
0;2257;774;10;24.80;248.00;2;20;2;20;4.96
0;2257;5;18;35.00;630.00;2;36;2;36;12.60
0;2258;628;2;650.00;1300.00;1;2;2;4;26.00
0;2260;142;560;0.70;392.00;1.0006;560.336;1.0006;560.336;7.84
0;2261;5;1;150.00;150.00;2;2;2;2;3.00
0;2262;664;57000;0.16;9239.70;0;0;0;0;184.79
0;2262;663;57000;0.19;10738.80;0;0;0;0;214.78
0;2263;142;560;0.70;392.00;1.0006;560.336;1.0006;560.336;7.84
0;2265;412;150;15.90;2385.00;1;150;1;150;47.70
0;2266;677;60;1.06;63.60;1;60;2;120;1.27
0;2266;668;60;3.27;196.20;1;60;2;120;3.92
0;2266;1151;2;26.49;52.98;1;2;1;2;1.06
0;2267;1006;168;24.31;4084.08;0.00102;0.17136;1.73432;291.36576;81.68
0;2267;1009;132;22.95;3029.40;0.00102;0.13464;1.06762;140.92584;60.59
0;2267;1013;93;11.89;1105.77;4.00041;372.03813;5.28371;491.38503;22.12
0;2267;1000;168;20.83;3499.44;0.00073;0.12264;1.06733;179.31144;69.99
0;2268;171;1320;1.12;1477.08;0.01836;24.2352;0.01836;24.2352;29.54
0;2268;41;1230;7.15;8794.50;0.29679;365.0517;0.29679;365.0517;175.89
0;2268;42;1230;9.32;11462.37;0.27579;339.2217;0.27579;339.2217;229.25
0;2268;71;765;3.44;2633.90;1.02626;785.0889;1.02626;785.0889;52.68
0;2268;75;765;3.44;2633.90;1.02626;785.0889;1.02626;785.0889;52.68
0;2269;176;2000;0.94;1872.00;0.014;28;0.016;32;37.44
0;2270;6;10;150.00;1500.00;0;0;1;10;30.00
0;2271;5;4;35.00;140.00;2;8;2;8;2.80
0;2272;5;12;150.00;1800.00;2;24;2;24;36.00
0;2273;171;2200;1.12;2461.80;0.01836;40.392;0.01836;40.392;49.24
0;2274;176;1000;0.94;936.00;0.014;14;0.016;16;18.72
0;2275;5;2;35.00;70.00;2;4;2;4;1.40
0;2276;5;10;150.00;1500.00;2;20;2;20;30.00
0;2277;50;17;92.00;1564.00;1;17;1;17;31.28
0;2278;499;36;26.31;947.13;0.663;23.868;0.663;23.868;18.94
0;2279;851;125;5.00;625.00;1;125;1;125;12.50
0;2280;256;1050;1.67;1752.35;0.0165;17.325;0.0212;22.26;35.05
0;2280;184;300;1.13;339.00;0.007;2.1;0.013;3.9;6.78
0;2280;185;300;1.13;339.00;0.007;2.1;0.0136;4.08;6.78
0;2280;187;184;4.02;740.56;0.0795;14.628;1.0795;198.628;14.81
0;2280;188;184;4.02;740.56;0.0795;14.628;0.0795;14.628;14.81
0;2280;189;300;4.47;1341.00;0.068;20.4;1.068;320.4;26.82
0;2280;190;300;4.47;1341.00;0.102;30.6;1.102;330.6;26.82
0;2281;851;30;5.50;165.00;1;30;1;30;3.30
0;2282;184;150;1.13;169.50;0.007;1.05;0.013;1.95;3.39
0;2282;185;150;1.13;169.50;0.007;1.05;0.0136;2.04;3.39
0;2282;189;300;4.47;1341.00;0.068;20.4;1.068;320.4;26.82
0;2282;190;300;4.47;1341.00;0.102;30.6;1.102;330.6;26.82
0;2283;717;1;2400.00;2400.00;1;1;2;2;48.00
0;2284;30;37;46.00;1702.00;1;37;2;74;34.04
0;2285;181;840;1.91;1605.16;0.035;29.4;0.0426;35.784;32.10
0;2285;621;2400;1.30;3129.84;0.00875;21;0.01035;24.84;62.60
0;2286;5;11;35.00;385.00;2;22;2;22;7.70
0;2287;142;246;0.70;172.20;1.0006;246.1476;1.0006;246.1476;3.44
0;2288;5;1;150.00;150.00;2;2;2;2;3.00
0;2289;30;22;46.00;1012.00;1;22;2;44;20.24
0;2290;609;8300;0.19;1577.00;1;8300;1;8300;31.54
0;2293;6;40;150.00;6000.00;0;0;1;40;120.00
0;2294;5;82;30.00;2460.00;2;164;2;164;49.20
0;2295;5;9;35.00;315.00;2;18;2;18;6.30
0;2296;142;2400;0.70;1680.00;1.0006;2401.44;1.0006;2401.44;33.60
0;2297;5;3;30.00;90.00;2;6;2;6;1.80
0;2300;170;1100;1.12;1230.90;0.01836;20.196;0.01836;20.196;24.62
0;2300;171;7700;1.12;8616.30;0.01836;141.372;0.01836;141.372;172.33
0;2300;123;1200;3.81;4566.00;0.02258;27.096;0.02258;27.096;91.32
0;2300;41;4920;7.15;35178.00;0.29679;1460.2068;0.29679;1460.2068;703.56
0;2300;42;4920;9.32;45849.48;0.27579;1356.8868;0.27579;1356.8868;916.99
0;2300;71;3315;3.44;11413.55;1.02626;3402.0519;1.02626;3402.0519;228.27
0;2300;75;3570;3.44;12291.51;1.02626;3663.7482;1.02626;3663.7482;245.83
0;2300;76;1275;3.44;4389.83;1.02626;1308.4815;1.02626;1308.4815;87.80
0;2300;115;1275;3.44;4389.83;1.02626;1308.4815;1.02626;1308.4815;87.80
0;2301;177;1020;0.85;865.98;0.015;15.3;0.0169;17.238;17.32
0;2301;176;3500;0.94;3276.00;0.014;49;0.016;56;65.52
0;2302;1179;141;38.48;5425.38;0.124;17.484;0.124;17.484;108.51
0;2303;5;2;35.00;70.00;2;4;2;4;1.40
0;2304;499;1008;24.97;25169.76;0.663;668.304;0.663;668.304;503.40
0;2305;717;28;2400.00;67200.00;1;28;2;56;1344.00
0;2306;247;480;14.14;6787.20;0.308;147.84;0.308;147.84;135.74
0;2306;248;500;3.55;1775.00;0.065;32.5;0.065;32.5;35.50
0;2306;246;490;7.38;3616.20;0.144;70.56;0.144;70.56;72.32
